Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Timestamp,Day_of_Week,App_Response_Time,Website_Response_Time
briangonzales@gmail.com,"572 Michelle Motorway Apt. 889
New Craig, ND 17250",Fuchsia,32.401731827354666,12.089309572437347,38.3099078951232,3.873337568743252,506.5473070543516,2022-04-29,Friday,4.517508354436011,3.2955649925219745
jared99@yahoo.com,"PSC 0811, Box 7054
APO AA 91691",GoldenRod,33.88994100692418,13.068638584182434,37.54052035512257,3.79872531905254,571.3074948754644,2022-04-30,Saturday,2.991130152385345,3.6880465524047277
qchristian@martinez-allen.com,"26737 Brooks Roads
Vincentstad, VA 93089",GreenYellow,34.56938121869345,12.85499036656409,35.00748225744693,3.292797662575647,576.311177371677,2022-05-01,Sunday,2.906078164168699,5.183606097162142
ngarcia@donaldson.info,"662 Wells Stravenue Apt. 578
South Kristaview, DC 49423-2452",ForestGreen,33.70160519868888,11.56402236806554,37.67321036564864,4.716104987209577,576.8025473995871,2022-05-02,Monday,2.8855821672991837,4.527905788720267
scastillo@hotmail.com,"0922 Gutierrez Loaf
Wattsbury, OH 96315",Moccasin,33.26833021768797,11.113329897404322,37.38794554263559,4.018726609737513,514.239520718957,2022-05-03,Tuesday,0.2879562971959894,2.119523109533902
joshua56@garcia.com,"38154 Davis Locks
Lake Stevenfort, KY 86814-9222",Indigo,31.358477192437007,12.809883473378118,36.5496679900966,3.637701279515837,495.17595044947535,2022-05-04,Wednesday,2.4277487651078116,3.174128732955778
richard81@day.org,"7955 Samantha Walk Suite 230
North Luis, IL 44629",SlateBlue,33.01479221522831,11.76117232548311,37.57016384471318,3.834169666632599,514.3365582674007,2022-05-05,Thursday,2.0426618274299506,0.6799297096149333
jessica97@hotmail.com,"32202 Curtis Branch Apt. 411
Port Brettmouth, KY 01192-0594",Cyan,31.57613197132227,12.57989417361806,37.09326487011031,4.531986606666632,541.2265839893283,2022-05-06,Friday,4.348910210032548,3.5615515846716876
angelaphillips@gmail.com,"102 Karen Court
New Jameston, SC 57761-6570",MintCream,32.657268594778124,11.957923064554109,36.63465232853774,4.106055151602658,516.8315566841785,2022-05-07,Saturday,4.868736205331893,2.5453693589790807
donald67@harrison.com,"9759 Tammy Skyway Apt. 171
Lake Debra, AS 95011",Lime,34.709323296131586,10.651793783474174,37.14600652898046,3.2182653850978555,468.4457372274064,2022-05-08,Sunday,1.6070146982593065,0.4676401824069069
zmalone@yahoo.com,"PSC 6717, Box 7673
APO AE 66950-0088",Moccasin,34.5366591798774,12.75207661096469,36.71413783923341,3.283663455404016,548.2803201983364,2022-05-09,Monday,0.2734512682446302,3.283246226429298
rlindsey@norris.com,"581 Smith Prairie Suite 995
Andersontown, AS 58802",Green,32.771715009701,11.540832436151057,37.526421027792445,2.924020724598205,431.6177337614297,2022-05-10,Tuesday,2.6511699829768145,4.734445373427318
lewisgabrielle@hotmail.com,"422 Rivers Springs Suite 221
North Barbara, WI 51990-7596",LightSkyBlue,33.700400456822415,11.924394923280015,37.245032469967526,3.90525030898213,552.9403454501057,2022-05-11,Wednesday,0.560743841420938,1.139618414471094
kristina69@gmail.com,"2859 Rodriguez Forks
Port Josephtown, OH 13591-3011",BlueViolet,32.43977025334846,12.4241304114395,38.94882502753235,4.920318406118319,573.3062222574563,2022-05-12,Thursday,0.2999448884094862,2.0837177986109134
krista86@norton.net,"0537 Rice Village
West Kylieberg, NJ 19433-5090",Azure,34.31216699740784,11.810586764578169,37.41413357473937,2.473596120847858,452.627254995083,2022-05-13,Friday,1.448958584693629,4.760115067039892
chelsea05@hansen.com,"7182 Stephen Fork Suite 150
Port Laurachester, CO 99974-1961",LightGray,32.45517628513712,12.759168978762087,36.599112354294384,4.131276648377655,542.7115581025776,2022-05-14,Saturday,1.7546988419395848,1.8672624740866506
jill33@allen.com,"459 Amy Burg
Lake Travis, OR 53314",DarkCyan,33.540976791782235,11.85189083494272,37.42454792226391,1.7677307075942403,407.8040306356823,2022-05-15,Sunday,0.36000420386265336,3.482892209562291
welchashlee@hotmail.com,"PSC 8159, Box 3254
APO AP 71071-4890",GreenYellow,33.358398281424215,12.70368792886871,36.10091445210865,2.72410820200549,482.3535703213531,2022-05-16,Monday,5.266022124243257,3.344359711067683
dawnlewis@watkins.org,"623 Erica Flat
Lake Josephland, MT 73514",Crimson,32.686129256115166,12.215252424902488,36.59436168489157,3.897115859957253,529.2300901235094,2022-05-17,Tuesday,2.015310121906079,3.6872470896771663
ashleychristopher@gmail.com,"9271 Christopher Prairie
Douglasshire, NM 18581",MediumOrchid,34.558294609144475,11.28144500356714,36.4944064828881,2.491671541288354,433.0487690958266,2022-05-18,Wednesday,5.119281797181798,2.270543240594664
acontreras@hotmail.com,"88995 Edwards Row Suite 456
North Jo, DE 02062-7953",Sienna,33.5477479443078,10.735362917985055,37.45837473122323,3.863425442205034,476.1914133494556,2022-05-19,Thursday,1.257963554929129,4.725309743707754
alvaradoadam@jones-thompson.com,"35970 Holly Key
Port Frank, VT 78059-9385",Aquamarine,31.954903856634843,10.963131776054832,37.327282689879496,3.578633900393988,439.997879939927,2022-05-20,Friday,2.787895198081529,0.6920682705886512
thomasgeorge@gonzalez-grant.com,"93306 Donald Greens
New Christopherbury, SC 59447",FloralWhite,31.0662181616376,11.735094549013704,36.59937399114725,3.9588922643660966,448.9332932076743,2022-05-21,Saturday,4.576062284503285,3.2696590769153593
solischristina@gmail.com,"43102 Russo View Suite 717
Hollyport, SC 15344",SlateBlue,31.851253128608366,12.418961981005012,35.97765170714366,3.251741770306888,472.9922466667984,2022-05-22,Sunday,0.9447611048136788,1.9816000642286298
jacksonboone@rubio.com,"973 Marc Ports
Brownstad, IN 48786-6700",Sienna,32.609282635640405,10.537307537840883,35.73055240228659,3.914384667246393,463.9235129903258,2022-05-23,Monday,4.548817715225437,1.01599721582871
kaitlyn78@chang.com,"978 Bean Square
Deanburgh, OR 95149",LimeGreen,32.11511906601424,11.919242397939174,39.29404346247573,1.4435150746515455,350.0582001638451,2022-05-24,Tuesday,3.216005187027294,2.3338023018559535
francisgeorge@thomas.org,"27563 Vincent Lake
Allenchester, DC 22159",Teal,33.924624809512075,11.911415556879854,38.27470219571763,2.910037916541069,460.0612773912433,2022-05-25,Wednesday,3.1639488092204617,1.0080567128383449
linda90@yoder.org,"979 Alison Motorway Apt. 676
North Frank, HI 55870-2651",WhiteSmoke,33.477190403003306,12.48806700205303,36.51838358912681,3.3455709758422434,505.7711403229565,2022-05-26,Thursday,0.8974289927921655,0.6479976718862127
david79@lopez-montes.com,"969 William Manor
West Sherry, MA 66282-2258",Purple,32.116400120928155,12.380694979552985,37.23200330765404,3.0895277822700096,463.484995404266,2022-05-27,Friday,0.851018426246898,3.0074270071965454
micheleblanchard@lopez-greene.com,"555 Hunt Track Suite 307
South Kristi, PA 73709",SlateGray,32.25590120444978,10.480506832694497,37.33866962178549,4.514122441132637,479.73193764530447,2022-05-28,Saturday,0.9997860749426613,0.8755881446985527
pmercado@rodriguez.com,"811 Maria Run
Sanchezville, MI 04953",LightPink,32.69239221858063,12.296517680733736,36.95155521050133,1.8258846690261428,424.18549428888633,2022-05-29,Sunday,5.401184544505428,2.9873963865702184
james30@carter.biz,"3604 Richard Junctions Suite 448
Brownburgh, CO 64856-8238",LimeGreen,32.38473265900513,10.86160419912899,36.584437621758106,3.993656512525085,465.8893127108669,2022-05-30,Monday,1.3908773051453696,1.5750404958728632
parkerkayla@miles.com,"170 Andrew Mews
North Susan, NM 85338-2426",DarkSlateBlue,34.3387293850918,10.716355140061571,38.3072040068692,2.652158304851241,426.7752159856604,2022-05-31,Tuesday,1.9680642901209482,3.533739299365114
alicia85@lee.com,"14220 Carla Flat Suite 521
Lake Matthew, DE 06183",DimGray,32.88710464561531,12.387184173554845,37.431159098326106,6.401228837806773,684.1634310159513,2022-06-01,Wednesday,4.016711467818501,3.45918339482967
dominguezjacob@hotmail.com,"8594 Erica Manors Apt. 529
Lake Miguel, MH 10652-9266",CornflowerBlue,32.51021799444433,10.984835888186163,37.396497475332055,5.391275125020632,555.8925953881737,2022-06-02,Thursday,2.020002543468244,2.4437334808814173
ebrown@osborne.com,"4291 Nichols Fork Apt. 562
Thomaschester, SC 08938-8769",DarkSlateGray,31.945395748344524,12.965761479512215,36.96638889642577,6.076653638440144,657.019923937652,2022-06-03,Friday,4.254762072950572,0.2369557832588412
nathan86@hotmail.com,"748 Michael Plaza
West Billyside, UT 20799",MidnightBlue,36.13966248879052,12.050267234380506,36.95964319393419,3.8648607392342784,595.8038188761142,2022-06-04,Saturday,4.699976053264611,2.157370138854996
aaron11@luna.com,"672 Jesus Roads Apt. 443
Thompsonland, WY 69228",LightSkyBlue,32.44952156114242,13.45772494051235,37.23880567308968,2.941410754428091,503.9783790525795,2022-06-05,Sunday,0.45831200472657735,1.3872418091929117
fsnow@ellis.com,"0272 Jones Way
Lake Angela, MP 97003-5793",MediumBlue,32.29464154956504,12.44304789043987,37.32784803784372,5.084861308602489,586.1558701804728,2022-06-06,Monday,1.2007194753334978,1.6632423747715803
asilva@yahoo.com,"USNV Johnson
FPO AP 19026",Wheat,34.60331111938746,12.207298491050794,33.91384724758464,6.922689335035807,744.2218671047146,2022-06-07,Tuesday,0.4208384220901263,2.9623151681137303
casey21@johnson.com,"691 Johnson Field Apt. 510
Michaelville, VI 78140",SpringGreen,33.5985203185533,11.586319529181234,39.09462702670515,3.6043985602569495,512.8253581285203,2022-06-08,Wednesday,1.2030833283146045,1.6437715718781347
campbellross@yahoo.com,"6218 Michael Station Apt. 982
Salazarburgh, NJ 79955",DarkRed,34.56868084571511,11.378087087773377,38.304471191707776,3.7849321101304056,528.2238093680072,2022-06-09,Thursday,2.257725580592842,3.7209135296991986
blevinseric@stephens.com,"PSC 3676, Box 1549
APO AE 26130-7683",Orange,32.83810016055479,12.364341604455198,38.03910938707497,3.30918232804298,468.9135013219844,2022-06-10,Friday,4.399153098600111,1.2327994996296783
stevenking@patterson.com,"94730 Martin Mount
New Matthew, VI 08142-6708",LightGray,33.50370517913956,12.399436075147092,35.01280603355904,0.9686221157417688,357.59143941508603,2022-06-11,Saturday,3.8335752287336162,1.4857127903022618
samuel94@hotmail.com,"5480 Vazquez Crossing Suite 825
East Christopherland, PA 42104",DarkViolet,33.30188161463884,12.54248105078634,38.31136489758187,3.768561962709896,536.4231045259343,2022-06-12,Sunday,1.1947617591924746,4.904997550141794
johnsonpaul@keller-woodard.org,"USCGC Dodson
FPO AA 87781-3935",LimeGreen,30.879484344127498,13.280432242922112,36.93615937845674,3.585160635161344,490.2065999848546,2022-06-13,Monday,3.340634957635022,1.9621174942480235
twilliams@gibbs.net,"Unit 6678 Box 6628
DPO AP 44369",CadetBlue,33.15425475700075,11.795886676889108,37.65861690944284,4.520353377496559,550.0475805761635,2022-06-14,Tuesday,3.9614545259992338,1.332609632339194
teresapacheco@salinas.biz,"75805 Larry Mills
East Cristian, MH 53820",DarkMagenta,32.04780097886789,12.718039174525655,37.66110668399285,3.6758488000184415,513.4505711860965,2022-06-15,Wednesday,0.9819316573682375,4.2431537364934755
allison80@carson-hansen.com,"04311 Oconnor Park Apt. 415
Kelleystad, ND 63064-8935",ForestGreen,33.63080076787103,12.039647840787236,38.9240870506292,2.873007508505152,497.8119300055205,2022-06-16,Thursday,2.800320103170552,4.270102511341399
turnerryan@hotmail.com,"770 Lewis Pike Apt. 869
Phelpsport, PA 93969-4887",LightSkyBlue,34.04663802802127,12.474455453922836,35.037856159447585,4.055775961742958,578.9862585804898,2022-06-17,Friday,1.2890692662418695,0.7605314258361191
walkererica@scott.com,"86536 Barnes Track
South Kyle, MT 21570-5606",MediumAquaMarine,33.644177000440536,13.160020040286032,36.4077474507818,3.015175298743708,506.5363931400864,2022-06-18,Saturday,4.128278270030092,0.7756714874046509
mark94@yahoo.com,"586 Timothy Union Suite 592
East Joseph, MO 81374",Salmon,32.65462160732388,11.052323653306688,37.63300941664362,4.717102512825834,501.74923330839226,2022-06-19,Sunday,3.559842038930295,3.1072993301744054
daniellecuevas@hotmail.com,"9287 Daniel Rest Apt. 608
Allentown, SD 73050",LavenderBlush,33.42874704259606,10.636761083696548,37.57883524203316,2.926396448726688,421.96679418586734,2022-06-20,Monday,4.709376929756269,4.279604045121341
gbarnes@gmail.com,"8667 Suzanne Motorway Suite 241
Spencechester, KY 74385-4618",Green,31.86483254809873,13.44340598514625,36.87831536782346,2.361086946869883,439.8912804768136,2022-06-21,Tuesday,4.854080169821468,4.138572597030736
cody68@hotmail.com,"374 Dana Junctions
Langside, WI 36474",SpringGreen,34.48238804881123,13.28303286832567,35.90729842685246,4.968742673728142,666.125591725772,2022-06-22,Wednesday,0.618005580300061,0.6875596940546624
fischermonica@gmail.com,"9847 Michael Plaza Suite 837
Lake Christophershire, NV 87324-8427",Navy,32.529768731474434,11.747731701242175,36.93988205032054,0.8015157200042076,298.76200786180766,2022-06-23,Thursday,3.3136321439087193,3.5773428958476376
brenda25@gmail.com,"353 Jones Loaf Apt. 767
South Michaelburgh, PR 16281-4840",OliveDrab,33.432231396262715,10.859608533152713,38.83567008085342,3.669225611315444,465.1766233052969,2022-06-24,Friday,3.2684637974730593,2.269473137017561
david58@yahoo.com,"6058 Thomas Divide
Matthewland, PA 89442-8198",LightSalmon,33.30857161628053,11.691686125826353,37.480911976267066,1.7157771665531147,373.8857236969501,2022-06-25,Saturday,3.2626015035685816,2.307961193519923
clifford76@johnson.com,"8032 Hodge Circle Apt. 255
Lake Jessicashire, OR 54914",RosyBrown,32.33263706834172,11.548761439776756,38.57651554990162,4.773503047345896,532.7174856761748,2022-06-26,Sunday,1.2185747484825857,4.272183713996404
jacquelinehughes@bennett-branch.info,"601 Ashley Loop Suite 162
Port Benjaminview, DE 02456",DeepPink,34.71345123397026,11.72400223179126,36.81385766052378,4.087837272921703,554.9007830202702,2022-06-27,Monday,4.956860750001991,0.13628403954164026
victoria53@hotmail.com,"16329 Sara Neck Apt. 463
Bryanside, TX 62329",Pink,32.635877998189926,12.178573080885846,35.6742560274292,4.131755039569861,537.7731625414566,2022-06-28,Tuesday,4.1844741235138745,2.8662299107499285
cunninghamkyle@ellis-parker.org,"449 Williamson Lakes Apt. 118
Travisville, AK 06848-0177",LightGreen,33.07570303157222,12.319845062066673,37.81915511227683,3.4427992020016864,501.100245232053,2022-06-29,Wednesday,3.2090923659592665,5.18947893986677
jjones@yahoo.com,"047 Carla Locks
Coreymouth, AR 98066",GreenYellow,32.23014911593311,11.084360836740512,37.9596843202141,4.724027439824315,517.1651355939779,2022-06-30,Thursday,3.32482923681955,3.14355942968764
michaelferguson@torres-miles.net,"757 Amber Gateway Apt. 787
New Stephaniechester, OR 61576-6056",Sienna,34.142863372870714,13.1777745337738,38.856041708111945,3.2309738432875563,557.5292736134538,2022-07-01,Friday,4.4518426403331,2.0406360507369876
crawforderik@price.org,"5183 Michael Ramp
East Lukeburgh, FL 93972",DarkKhaki,32.4971984614607,12.832802836968115,37.67924462448078,2.972271382079821,493.719192978176,2022-07-02,Saturday,5.047227117575114,5.368204204688911
jlawson@mccarthy.com,"0127 Morgan Fields Apt. 080
Thompsonfurt, ME 01160-7043",LightGray,33.12239998431699,11.509047996817198,37.25305774145061,3.182329731786818,452.1226250857849,2022-07-03,Sunday,4.282310960639715,3.815419172645276
marshchristopher@zimmerman-villegas.com,"667 Stephanie Lake Apt. 658
Marthashire, NC 11815-2307",DarkRed,33.088529366211525,11.85766344472502,36.0869343253416,4.806349618785283,577.2734549822936,2022-07-04,Monday,3.803332221986188,2.2537643490807078
oolson@collins.com,"07867 Horn Lake
West Teresatown, VT 64387-1228",Aqua,32.53379686092211,12.293365838346627,37.06462119956545,3.6203649883552,485.9231305248517,2022-07-05,Tuesday,0.922723616201939,0.9604193164512973
isaiahcampbell@yahoo.com,"55414 Ramirez Union Apt. 614
West Crystal, CA 03845-2631",Red,32.48426048276214,10.93325227854703,36.54550622682937,3.261324744787093,425.7450920310528,2022-07-06,Wednesday,0.18044723543953964,2.962299819507941
kcannon@alvarez-cline.info,"55479 Peters Field Apt. 702
North Micheleberg, PR 45063",Lavender,32.5434591695977,13.332839284456396,37.964390331775896,3.597459968849926,537.2150526997326,2022-07-07,Thursday,0.1325497997785099,1.8913085588608514
nielsencarmen@harrell.net,"2491 Yates Crest Suite 316
Connieville, FL 92080-0819",DeepPink,32.28312306113335,10.902556227019767,36.094241952849465,4.789201624179895,524.6379646141049,2022-07-08,Friday,4.186914547416822,0.7988717613275744
efreeman@moore.com,"223 Powell Ridges
East Richardtown, RI 90715-2178",White,32.200798643965314,12.276981712741968,38.23260622710401,3.3164647447029107,478.8853913201482,2022-07-09,Saturday,1.9635743801389192,3.613248829290609
roblessarah@hotmail.com,"022 Taylor Mews Suite 692
Hallberg, NJ 53614",MediumSeaGreen,34.71331650656199,12.038808239866547,37.63529940965426,4.632460945972205,612.3852298963607,2022-07-10,Sunday,4.489994037395416,4.986111132147632
christopherhaas@gmail.com,"56674 Melanie Flats
Schneiderberg, IN 66532",MediumPurple,32.71251232693568,11.724473856834608,37.15315160406014,3.308443000674604,476.7667241547634,2022-07-11,Monday,1.315453981686307,4.331391195783254
ethomas@yahoo.com,"1279 Douglas Mountains
Port Christopherberg, RI 32811-8325",LightGreen,33.69489765096749,11.202669899735568,35.49396408005127,4.015986640445781,505.1196375282037,2022-07-12,Tuesday,4.317779025985907,2.228081404438154
wevans@gmail.com,"222 Jason Park
Dominguezshire, NC 98241",Tan,31.57020082932026,13.378063328893631,36.33780003116479,4.369366793790984,545.9454921414049,2022-07-13,Wednesday,4.274148137971234,5.024777694861773
patrickorr@yahoo.com,"6009 Heather Park
Howardhaven, SD 51705-2993",LawnGreen,33.45947684896434,11.38861261864104,37.90913871755985,2.56663984381683,434.0216997527185,2022-07-14,Thursday,5.298166924436971,4.528282348233475
mary84@edwards.com,"19123 Craig Isle Apt. 719
Millsmouth, SC 94194",LightSkyBlue,31.820998201672072,10.771074062599588,37.278639793707605,3.5190324339539223,424.6752810132133,2022-07-15,Friday,4.414735785914983,4.52398377587458
longwilliam@gmail.com,"16068 Kelly Parks
Wrightside, NH 21447",BurlyWood,32.73322416398153,11.818571762285,37.1020313268591,1.503854421225295,352.5501081630003,2022-07-16,Saturday,0.930989024448611,3.234516401018105
lisagutierrez@johnson-herring.net,"89300 Amber Centers Apt. 879
Victoriaton, VT 98394",Peru,32.40714829999668,13.808798675105962,37.42676891745393,5.039955263662929,662.9610878058954,2022-07-17,Sunday,1.3490477434095605,1.7053578175345816
david81@hotmail.com,"1576 Lane Shoal
Rogerton, PR 63867-3426",Thistle,33.506092281309364,11.659832840871443,37.28139282998597,4.47871260846301,560.5601606242603,2022-07-18,Monday,4.084248933187613,3.4093769969974583
jacksonking@mccormick.com,"120 Micheal Fort Apt. 762
East Patrickbury, WY 65946",DarkMagenta,30.836432674773427,13.100109538542808,35.90772142967966,3.361612984538193,467.5019004269896,2022-07-19,Tuesday,3.883213775683935,4.020224360830494
jessica04@christian-riley.com,"338 Graham Loaf Suite 236
East Toddton, FM 43566-4238",LemonChiffon,34.87849495417028,13.067895684999526,36.67822227440393,1.9207154781756468,504.8704323933724,2022-07-20,Wednesday,1.6390832053941782,3.1189064769396437
simmonsmartin@hardy.com,"2302 Joshua Park
Millerbury, WA 30239-8144",MediumVioletRed,34.007211972221654,12.49432293326939,36.04545942048616,4.330714461860564,590.56271964715,2022-07-21,Thursday,4.599840421985256,2.577950206981322
michellejohnson@sanders-rodriguez.com,"70562 Gonzalez Stravenue
Elizabethland, WI 40700-9149",Teal,31.525752416968214,11.340035931978807,37.03951365322458,3.811248170807232,443.9656268098819,2022-07-22,Friday,0.9226697858788464,4.19913332699332
tylerhernandez@barton.info,"7613 Miguel Knoll Suite 762
West Katherine, WV 19406",SlateGray,31.04722213948752,11.199660962300452,38.68870909942437,3.0887639575315755,392.4973991890214,2022-07-23,Saturday,0.6128140187020241,4.898552943405057
connerjoseph@gmail.com,"981 David Square
New Jacquelinetown, AK 66018-4092",Turquoise,34.59577669439264,11.332487778094174,35.45986279714474,4.541695256706066,568.7175759305223,2022-07-24,Sunday,3.778046611058549,3.5730717516333033
jeffrey54@mcdonald-williams.com,"297 Francis Valley
South Lindsey, NY 13669-5367",Gainsboro,34.96760988717724,13.919494396088172,37.952013186883086,5.066696864020983,712.3963268096636,2022-07-25,Monday,0.6162276963149064,4.449658561982273
hevans@kelly-nunez.org,"Unit 4065 Box 2267
DPO AE 69180-7372",Orchid,32.29524762622046,11.03135834040919,38.252978273334655,3.1074686827074625,413.29599918102974,2022-07-26,Tuesday,4.436969220277701,4.0786198409319265
lewiskendra@yahoo.com,"988 Matthew Plaza
Lake Jacobshire, AL 37889",Yellow,33.324240521849696,11.084584086421872,36.77601657686874,4.74698970293514,562.0820453929382,2022-07-27,Wednesday,2.0013781935903605,3.5386785500138016
freemantina@cannon.org,"870 Dennis Throughway
Wilsonport, PW 12658",AntiqueWhite,32.903454333014224,10.54264542398311,35.53386350026307,3.091826869545788,412.012931298847,2022-07-28,Thursday,2.0264898243970038,2.2431862203285635
wagnerbrian@hotmail.com,"50593 Wells Roads Apt. 110
South Amy, MI 06969-2026",AliceBlue,32.55949313011333,11.79779551488024,37.77736579677647,3.1956257763719886,468.6684655991273,2022-07-29,Friday,4.073979984151936,0.2170476121721509
melissa08@nelson.com,"15863 Harrington Glens Suite 012
Marystad, LA 50652-8210",Tomato,31.76561882104241,12.442616548294634,38.13171202563648,3.8502796390964265,496.55408163560713,2022-07-30,Saturday,2.365395551474902,2.0732547231725933
karina59@gmail.com,"9580 Clark Trail Suite 687
Williamsside, FM 57367",PapayaWhip,34.08164619679617,12.104542428062686,36.05964597986499,3.974522480483529,548.5185292758069,2022-07-31,Sunday,5.167977232645557,0.6568576550892852
baldwinbryan@estrada-silva.biz,"1470 Kathleen Pass
South Christopherberg, SD 22850",MediumSeaGreen,33.304431285296005,12.378490222808672,38.76429717446252,3.843848921495288,536.1308968550214,2022-08-01,Monday,1.4393377891085544,3.1205283013942826
audreyguerrero@carey.com,"1995 Susan Locks Suite 760
East Cheryl, AR 37103-5176",BlueViolet,34.33075044367848,13.722453676229962,35.773116391246816,2.909008460485079,558.4272571753238,2022-08-02,Tuesday,0.46651182316651807,0.39354599779136745
drew29@hotmail.com,"20888 Erin Via
Grahamville, NH 72913-6101",Tomato,32.07894757956938,12.725909323593957,36.54466409871873,1.1390935384245742,357.8637186383917,2022-08-03,Wednesday,2.224792834096998,4.993509932705786
michael00@yahoo.com,"03065 Henry Courts Suite 443
Derekstad, VT 88473",DarkSlateGray,33.60579899891236,13.68511889962359,34.89198326749108,2.6852848361090778,529.0566631985306,2022-08-04,Thursday,2.5120344478849788,3.265572087463958
jgray@khan-allen.com,"1416 Rachel Crescent
West Laurieside, IL 81119-7229",Gold,32.74515048083576,10.012583366223025,38.35495987026449,3.108911449181274,387.35707273642186,2022-08-05,Friday,3.7674803684590734,1.7257939945737424
bushsusan@hotmail.com,"20618 David Square
Gayland, HI 78719-9628",Moccasin,32.12236479579778,11.435533874300315,36.22355746230224,4.852842407156433,528.9336185650203,2022-08-06,Saturday,4.8356361191601165,2.250525384522464
charris@gmail.com,"2781 Matthew Wells Apt. 569
Potterview, KS 50763-8282",MediumSeaGreen,32.53082944110282,12.354607081759855,37.12234520816764,2.30755242118396,420.91615953269286,2022-08-07,Sunday,1.7697667910717687,1.5121188676003223
longphillip@yahoo.com,"13044 Woods Heights
Andreamouth, ND 52317-6007",LightGreen,31.736635686050285,10.748533655415798,35.73870747121452,4.83552866742221,496.9334462555319,2022-08-08,Monday,0.9384546082493234,4.9551939158905975
madisonalexander@gmail.com,"791 Allen Trafficway Suite 776
Christopherland, DC 41460",Orange,34.11756669418932,11.59187166512224,37.743619699549896,3.6785893989539975,519.372976801355,2022-08-09,Tuesday,0.17090655554083325,4.828808504732091
mfoster@brown-white.com,"36192 Ho Spring
New Michael, RI 65851-6369",Cyan,33.63662445812838,11.236506758754029,37.67502073290805,5.254708925941115,591.4377355684503,2022-08-10,Wednesday,1.1904560233654722,0.2538104020121711
sanchezkara@hotmail.com,"40494 Robert Park
Heatherside, IL 70364",SlateBlue,34.33486453305801,11.109456333168431,38.585854757332655,3.8928914802112553,502.4097853029053,2022-08-11,Thursday,4.254736558234941,1.683753981595113
floresbradley@hotmail.com,"446 Daniel Rest Suite 644
Port Matthewhaven, MN 89465",BlanchedAlmond,34.814983943728855,12.114944955194904,36.28872395038688,4.389455226416517,604.3348400688554,2022-08-12,Friday,2.72942085895291,1.4220130790056789
lamryan@curtis-garcia.net,"96393 Joshua Rapids
Jonesview, VA 58733",LavenderBlush,34.642669758092204,11.866481205181705,37.71777057005867,4.003325039023281,555.068394054576,2022-08-13,Saturday,4.932365139009839,4.958072705489484
alexandra26@summers-davis.com,"Unit 7032 Box 7016
DPO AE 44749-2992",Navy,32.83694076702139,10.25654903128796,36.14390845634163,0.7895199078816915,256.67058229005585,2022-08-14,Sunday,0.504493194360576,3.6652393512545296
ocortez@gmail.com,"4800 Ashley Spur Apt. 347
Dannyfort, GA 23352",MediumBlue,32.29964716350497,12.168596472860555,37.073616172195656,4.403369830866465,547.1109823629461,2022-08-15,Monday,4.337473513927135,0.8393926245313095
melinda39@morton.info,"13693 Cox Falls Apt. 693
Padillaview, PW 28998-0386",Moccasin,31.94801742116136,13.085356892368791,37.60565280041329,2.648596770203317,461.92087689289787,2022-08-16,Tuesday,0.48539607686903163,1.9899353528739272
lisa94@jackson.com,"40288 Stephens Corner Apt. 221
West Stephanie, OK 55617-4332",CadetBlue,32.72731919612472,13.013375627349651,36.65127791701514,2.367848224385222,458.3769106506301,2022-08-17,Wednesday,5.210327301794206,0.46395844226361216
lucastaylor@yahoo.com,"63872 Chavez Lodge
Danielton, NJ 85847",MediumTurquoise,33.94624061993669,10.9839767277944,37.9514894585739,3.0507129732180167,436.2834981467513,2022-08-18,Thursday,0.7819255172132762,2.3863585444203386
apark@walsh-obrien.net,"28942 Bradford Crescent
New Morganfurt, MD 77162-0478",DarkGreen,32.35147815076609,13.105158522307253,35.57484166706179,3.641497161540088,532.9352188376637,2022-08-19,Friday,1.516884456866054,4.005809513518348
dominguezmaria@gmail.com,"1768 Rosales Ford Apt. 793
Lake Markbury, SC 31567",RoyalBlue,34.173752023676585,12.144748536704864,37.25803145871123,3.397363092819078,512.5525343564015,2022-08-20,Saturday,0.30757687118839927,5.394755553961341
jimmy11@hardin.com,"496 Bush Turnpike Apt. 674
Donnabury, OR 32596-0079",DarkGoldenRod,32.97518182625784,13.90991551102909,37.79223754313027,4.297686524285517,630.4227632299235,2022-08-21,Sunday,3.531544259890861,2.715631514764727
patriciajackson@jenkins.info,"981 Matthew Valley Apt. 621
Lake Tracyburgh, NM 33288-1364",Thistle,32.00475302036483,11.395209434440888,37.33281445580523,3.803364999065175,463.74598112062944,2022-08-22,Monday,0.14960643802697474,1.5342876170509958
rayvanessa@fischer.com,"2583 Mark Springs
Lake Robert, AL 40928",White,34.19705969450868,13.033566182687188,37.07679515601331,2.6334199887174443,493.18021624931,2022-08-23,Tuesday,4.473187132047539,2.2923645579806715
gharrison@davis.com,"04140 Cameron Brooks Apt. 724
South Laurenberg, HI 08562",MediumSpringGreen,33.177204666060376,11.622777173031125,35.96889569049678,3.634093727357596,501.2091726816533,2022-08-24,Wednesday,1.674922691692081,3.898893407877092
alexandermichael@hotmail.com,"2086 Lisa View
Ortegabury, MI 43544",WhiteSmoke,32.69323953887129,12.600750401563928,37.37011822360151,3.467014066009709,501.9282648732441,2022-08-25,Thursday,0.25764863184820463,3.473526938868696
